local-authority-code,section,max_score,score
WLN,s2_m&a,18,10.0
WLN,s3_c&a,7,4.0
WLN,s4_coms,9,4.0
WLN,s5_mset,5,2.0
WLN,s6_cb,4,3.0
WLN,s7_dsi,5,1.0
WLN,s8_est,5,2.0
WLN,s9_ee,4,2.0
WLV,s1_gov,21,4.0
WLV,s2_m&a,18,2.0
WLV,s3_c&a,7,1.0
WLV,s4_coms,9,5.0
WLV,s5_mset,5,3.0
WLV,s6_cb,4,0.0
WLV,s7_dsi,5,0.0
WLV,s8_est,5,0.0
WLV,s9_ee,4,2.0
WMCA,s1_gov,21,18.0
WMCA,s2_m&a,18,17.0
WMCA,s3_c&a,5,5.0
WMCA,s4_coms,9,8.0
WMCA,s5_mset,5,4.0
WMCA,s6_cb,4,4.0
WMCA,s7_dsi,5,4.0
WMCA,s8_est,5,4.0
WMCA,s9_ee,4,4.0
WND,s1_gov,21,10.0
WND,s2_m&a,18,11.0
WND,s3_c&a,7,6.0
WND,s4_coms,9,7.0
WND,s5_mset,5,2.0
WND,s6_cb,4,2.0
WND,s7_dsi,5,0.0
WND,s8_est,5,4.0
WND,s9_ee,4,3.0
WNM,s1_gov,21,12.0
WNM,s2_m&a,18,6.0
WNM,s3_c&a,7,4.0
WNM,s4_coms,9,8.0
WNM,s5_mset,5,2.0
WNM,s6_cb,4,2.0
WNM,s7_dsi,5,0.0
WNM,s8_est,5,1.0
WNM,s9_ee,4,3.0
WNT,s1_gov,21,3.0
WNT,s2_m&a,18,4.0
WNT,s3_c&a,7,3.0
WNT,s4_coms,9,4.0
WNT,s5_mset,5,3.0
WNT,s6_cb,4,1.0
WNT,s7_dsi,5,1.0
WNT,s8_est,5,2.0
WNT,s9_ee,4,2.0
WOC,s1_gov,21,10.0
WOC,s2_m&a,18,11.0
WOC,s3_c&a,7,3.0
WOC,s4_coms,9,6.0
WOC,s5_mset,5,3.0
WOC,s6_cb,4,1.0
WOC,s7_dsi,5,0.0
WOC,s8_est,5,3.0
WOC,s9_ee,4,1.0
WOI,s1_gov,21,11.0
WOI,s2_m&a,18,17.0
WOI,s3_c&a,7,6.0
WOI,s4_coms,9,7.0
WOI,s5_mset,5,5.0
WOI,s6_cb,4,3.0
WOI,s7_dsi,5,0.0
WOI,s8_est,5,3.0
WOI,s9_ee,4,3.0
WOK,s1_gov,21,20.0
WOK,s2_m&a,18,6.0
WOK,s3_c&a,7,5.0
WOK,s4_coms,9,8.0
WOK,s5_mset,5,4.0
WOK,s6_cb,4,4.0
WOK,s7_dsi,5,2.0
WOK,s8_est,5,3.0
WOK,s9_ee,4,3.0
WOR,s1_gov,21,8.0
WOR,s2_m&a,18,8.0
WOR,s3_c&a,5,2.0
WOR,s4_coms,9,3.0
WOR,s5_mset,5,4.0
WOR,s6_cb,4,2.0
WOR,s7_dsi,5,1.0
WOR,s8_est,5,1.0
WOR,s9_ee,4,2.0
WOT,s1_gov,21,13.0
WOT,s2_m&a,18,12.0
WOT,s3_c&a,7,2.0
WOT,s4_coms,9,5.0
WOT,s5_mset,5,3.0
WOT,s6_cb,4,3.0
WOT,s7_dsi,5,2.0
WOT,s8_est,5,3.0
WOT,s9_ee,4,1.0
WOX,s1_gov,21,10.0
WOX,s2_m&a,18,8.0
WOX,s3_c&a,7,3.0
WOX,s4_coms,9,9.0
WOX,s5_mset,5,4.0
WOX,s6_cb,4,2.0
WOX,s7_dsi,5,0.0
WOX,s8_est,5,1.0
WOX,s9_ee,4,2.0
WRL,s1_gov,21,12.0
WRL,s2_m&a,18,11.0
WRL,s3_c&a,7,6.0
WRL,s4_coms,9,4.0
WRL,s5_mset,5,3.0
WRL,s6_cb,4,2.0
WRL,s7_dsi,5,1.0
WRL,s8_est,5,2.0
WRL,s9_ee,4,1.0
WRT,s1_gov,21,9.0
WRT,s2_m&a,18,3.0
WRT,s3_c&a,7,1.0
WRT,s4_coms,9,5.0
WRT,s5_mset,5,2.0
WRT,s6_cb,4,1.0
WRT,s7_dsi,5,0.0
WRT,s8_est,5,2.0
WRT,s9_ee,4,2.0
WRX,s1_gov,21,8.0
WRX,s2_m&a,18,3.0
WRX,s3_c&a,7,4.0
WRX,s4_coms,9,0.0
WRX,s5_mset,5,2.0
WRX,s6_cb,4,0.0
WRX,s7_dsi,5,0.0
WRX,s8_est,5,0.0
WRX,s9_ee,4,1.0
WSK,s1_gov,21,17.0
WSK,s2_m&a,18,12.0
WSK,s3_c&a,7,5.0
WSK,s4_coms,9,6.0
WSK,s5_mset,5,4.0
WSK,s6_cb,4,3.0
WSK,s7_dsi,5,0.0
WSK,s8_est,5,3.0
WSK,s9_ee,4,3.0
WSM,s1_gov,21,11.0
WSM,s2_m&a,18,10.0
WSM,s3_c&a,7,3.0
WSM,s4_coms,9,7.0
WSM,s5_mset,5,3.0
WSM,s6_cb,4,3.0
WSM,s7_dsi,5,2.0
WSM,s8_est,5,3.0
WSM,s9_ee,4,2.0
WSX,s1_gov,21,11.0
WSX,s2_m&a,18,2.0
WSX,s3_c&a,5,2.0
WSX,s4_coms,9,4.0
WSX,s5_mset,5,2.0
WSX,s6_cb,4,1.0
WSX,s7_dsi,5,0.0
WSX,s8_est,5,3.0
WSX,s9_ee,4,1.0
WYC,s1_gov,21,15.0
WYC,s2_m&a,18,5.0
WYC,s3_c&a,7,4.0
WYC,s4_coms,9,3.0
WYC,s5_mset,5,4.0
WYC,s6_cb,4,4.0
WYC,s7_dsi,5,0.0
WYC,s8_est,5,2.0
WYC,s9_ee,4,3.0
WYCA,s1_gov,21,9.0
WYCA,s2_m&a,18,5.0
WYCA,s3_c&a,5,2.0
WYCA,s4_coms,9,4.0
WYCA,s5_mset,5,4.0
WYCA,s6_cb,4,1.0
WYCA,s7_dsi,5,0.0
WYCA,s8_est,5,1.0
WYCA,s9_ee,4,0.0
WYE,s1_gov,21,3.0
WYE,s2_m&a,18,0.0
WYE,s3_c&a,7,3.0
WYE,s4_coms,9,3.0
WYE,s5_mset,5,1.0
WYE,s6_cb,4,0.0
WYE,s7_dsi,5,0.0
WYE,s8_est,5,1.0
WYE,s9_ee,4,0.0
WYR,s1_gov,21,7.0
WYR,s2_m&a,18,7.0
WYR,s3_c&a,7,4.0
WYR,s4_coms,9,4.0
WYR,s5_mset,5,4.0
WYR,s6_cb,4,3.0
WYR,s7_dsi,5,0.0
WYR,s8_est,5,3.0
WYR,s9_ee,4,2.0
YOR,s1_gov,21,0.0
YOR,s2_m&a,18,0.0
YOR,s3_c&a,7,0.0
YOR,s4_coms,9,0.0
YOR,s5_mset,5,0.0
YOR,s6_cb,4,0.0
YOR,s7_dsi,5,0.0
YOR,s8_est,5,0.0
YOR,s9_ee,4,0.0
ZET,s1_gov,21,0.0
ZET,s2_m&a,18,0.0
ZET,s3_c&a,7,0.0
ZET,s4_coms,9,0.0
ZET,s5_mset,5,0.0
ZET,s6_cb,4,0.0
ZET,s7_dsi,5,0.0
ZET,s8_est,5,0.0
ZET,s9_ee,4,0.0
